SAMPLE	#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE	GENE_CLEAN
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_396639	1689	3608	-	tet(32)_2	1-1920/1920	===============	0/0	100.00	99.90	resfinder	EF626943	tet(32)	Doxycycline;Minocycline;Tetracycline	tet(32)
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_400736	468	1262	-	blaOXA-427_1	1-795/795	===============	0/0	100.00	86.04	resfinder	KX827604	blaOXA-427	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam;Temocillin	blaOXA-427
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_413771	1368	2243	-	blaKLUC-2_1	1-876/876	===============	0/0	100.00	99.89	resfinder	EF057432	blaKLUC-2	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin	blaKLUC-2
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_427442	344	969	-	aadA7_1	173-798/798	...============	0/0	78.45	98.88	resfinder	AF224733	aadA7	Spectinomycin;Streptomycin	aadA7
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_433011	1027	1902	-	blaPLA1a_1	1-876/876	===============	0/0	100.00	94.29	resfinder	AY302757	blaPLA1a	Amoxicillin;Ampicillin;Ticarcillin	blaPLA1a
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_445659	206	994	+	aadA5_1	1-789/789	===============	0/0	100.00	99.62	resfinder	AF137361	aadA5	Spectinomycin;Streptomycin	aadA5
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_459530	155	649	-	lnu(C)_1	1-495/495	===============	0/0	100.00	99.19	resfinder	AY928180	lnu(C)	Lincomycin	lnu(C)
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_461160	1	790	-	ant(6)-Ia_2	1-790/864	==============.	0/0	91.44	100.00	resfinder	KF421157	ant(6)-Ia	Streptomycin	ant(6)-Ia
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_465922	8797	10716	-	tet(W)_5	1-1920/1920	===============	0/0	100.00	99.74	resfinder	AJ427422	tet(W)	Doxycycline;Minocycline;Tetracycline	tet(W)
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_468727	9745	11664	+	tet(M)_7	1-1920/1920	===============	0/0	100.00	100.00	resfinder	FN433596	tet(M)	Doxycycline;Minocycline;Tetracycline	tet(M)
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_469470	1081	1884	-	lnu(B)_2	1-804/804	===============	0/0	100.00	98.26	resfinder	JQ861959	lnu(B)	Clindamycin;Lincomycin	lnu(B)
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_469470	1938	3422	-	lsa(E)_1	1-1485/1485	===============	0/0	100.00	97.98	resfinder	JX560992	lsa(E)	Clindamycin;Dalfopristin;Lincomycin;Pristinamycin_IIA;Tiamulin;Virginiamycin_M	lsa(E)
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_472805	542	994	+	ARR-8_1	1-453/453	===============	0/0	100.00	99.56	resfinder	KC199968	ARR-8	Rifampicin	ARR-8
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_478462	2046	3154	-	blaCMY-8b_1	39-1144/1149	========/======	1/3	96.26	82.60	resfinder	DQ094251	blaCMY-8b	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid	blaCMY-8b
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_480491	284	817	+	ant(2'')-Ia_1	1-534/534	===============	0/0	100.00	100.00	resfinder	X04555	ant(2'')-Ia	Gentamicin;Tobramycin	ant(2'')-Ia
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_501067	2896	3698	+	blaOXA-333_1	1-803/825	===============	0/0	97.33	96.89	resfinder	KF203107	blaOXA-333		blaOXA-333
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_510957	2042	2461	+	fosA_2	1-420/420	===============	0/0	100.00	92.14	resfinder	AGDM01000012	fosA	Fosfomycin	fosA
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_51268	186	842	-	qnrVC4_1	1-657/657	===============	0/0	100.00	100.00	resfinder	GQ891757	qnrVC4	Ciprofloxacin	qnrVC4
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_532470	2335	3330	-	cfxA6_1	1-996/996	===============	0/0	100.00	99.50	resfinder	GQ342996	cfxA6		cfxA6
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_534059	3	902	-	blaVEB-3_1	1-900/900	===============	0/0	100.00	100.00	resfinder	AY536519	blaVEB-3		blaVEB-3
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_534059	2013	2879	+	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole	sul1
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_558107	625	1491	+	ant(6)-Ia_3	1-867/867	===============	0/0	100.00	100.00	resfinder	KF864551	ant(6)-Ia	Streptomycin	ant(6)-Ia
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_565240	1068	1895	+	blaOXA-72_1	1-828/828	===============	0/0	100.00	100.00	resfinder	AY739646	blaOXA-72		blaOXA-72
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_578471	1	642	+	blaOXA-101_1	160-801/801	..=============	0/0	80.15	99.84	resfinder	AM412777	blaOXA-101	Amoxicillin;Ampicillin	blaOXA-101
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_581838	142	639	+	dfrA12_8	1-498/498	===============	0/0	100.00	100.00	resfinder	AM040708	dfrA12	Trimethoprim	dfrA12
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_588164	1618	2864	-	tet(A)_6	1-1247/1275	===============	0/0	97.80	99.92	resfinder	AF534183	tet(A)	Doxycycline;Tetracycline	tet(A)
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_591165	1718	2644	+	blaPER-4_1	1-927/927	===============	0/0	100.00	100.00	resfinder	EU748544	blaPER-4	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Aztreonam;Cefepime;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid	blaPER-4
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_597049	117	606	-	ARR-3_4	54-543/543	.==============	0/0	90.24	99.39	resfinder	FM207631	ARR-3	Rifampicin	ARR-3
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_598166	1	520	-	blaOXA-21_1	1-520/828	==========.....	0/0	62.80	99.61	resfinder	AB626885	blaOXA-21		blaOXA-21
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_598166	590	1144	-	aac(6')-IIa_1	1-555/555	===============	0/0	100.00	99.64	resfinder	M29695	aac(6')-IIa	Dibekacin;Gentamicin;Netilmicin;Sisomicin;Tobramycin	aac(6')-IIa
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_635622	1	529	-	blaOXA-490_1	202-730/762	...============	0/0	69.42	82.23	resfinder	KU721147	blaOXA-490		blaOXA-490
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_643623	2	778	+	blaCMY-8b_1	364-1131/1149	....====/======	4/11	66.75	80.08	resfinder	DQ094251	blaCMY-8b	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid	blaCMY-8b
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_647476	7576	8112	+	catS_1	1-537/537	===============	0/0	100.00	98.70	resfinder	X74948	catS	Chloramphenicol	catS
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_672	2419	3862	+	msr(D)_3	1-1444/1464	===============	0/0	98.63	93.97	resfinder	AF227520	msr(D)	Azithromycin;Erythromycin;Pristinamycin_IA;Quinupristin;Telithromycin;Virginiamycin_S	msr(D)
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_672	4111	4845	+	erm(G)_1	1-735/735	===============	0/0	100.00	96.60	resfinder	M15332	erm(G)	Clindamycin;Erythromycin;Lincomycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S	erm(G)
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_673335	2795	4234	+	aac(6')-aph(2'')_1	1-1440/1440	===============	0/0	100.00	100.00	resfinder	M13771	aac(6')-aph(2'')	Amikacin;Dibekacin;Fortimicin;Gentamicin;Isepamicin;Kanamycin;Netilmicin;Streptomycin;Tobramycin	aac(6')-aph(2'')
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_687439	237	1037	-	blaOXA-10_1	1-801/801	===============	0/0	100.00	99.62	resfinder	J03427	blaOXA-10	Amoxicillin;Ampicillin;Aztreonam;Piperacillin;Piperacillin+Tazobactam	blaOXA-10
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_687439	1302	2615	-	CmlA7_1	1-1314/1314	===============	0/0	100.00	100.00	resfinder	JQ639792	CmlA7	Chloramphenicol	CmlA7
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_690523	4029	4430	-	fosA2_1	1-402/426	===============	0/0	94.37	87.81	resfinder	EU487198	fosA2	Fosfomycin	fosA2
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_6923	1	544	-	blaOXA-296_1	1-544/855	==========.....	0/0	63.63	97.98	resfinder	APOH01000009	blaOXA-296		blaOXA-296
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_692849	236	1453	+	mef(A)_4	1-1218/1218	===============	0/0	100.00	98.19	resfinder	HG423652	mef(A)	Azithromycin;Erythromycin	mef(A)
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_695819	210	1070	+	aac(3)-IId_1	1-861/861	===============	0/0	100.00	99.88	resfinder	EU022314	aac(3)-IId	Apramycin;Dibekacin;Gentamicin;Netilmicin;Sisomicin;Tobramycin	aac(3)-IId
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_696365	1769	2425	+	qnrVC1_1	1-657/657	===============	0/0	100.00	100.00	resfinder	EU436855	qnrVC1	Ciprofloxacin	qnrVC1
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_714154	3600	4521	-	mph(A)_2	1-921/921	========/======	1/1	100.00	99.67	resfinder	U36578	mph(A)	Azithromycin;Erythromycin;Spiramycin;Telithromycin	mph(A)
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_717613	89	1182	+	mef(A)_3	1-1094/1218	==============.	0/0	89.82	95.06	resfinder	AF227520	mef(A)	Azithromycin;Erythromycin	mef(A)
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_727597	60	536	-	cphA4_1	285-762/765	.....===/======	1/1	62.35	95.19	resfinder	AY227050	cphA4		cphA4
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_748354	1	534	+	blaOXA-280_1	207-740/828	...===========.	0/0	64.49	98.50	resfinder	APPZ01000001	blaOXA-280		blaOXA-280
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_755285	69	1211	-	blaACT-4_2	4-1146/1146	===============	0/0	99.74	80.05	resfinder	AJ311172	blaACT-4	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid	blaACT-4
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_770742	628	2586	+	tetB(P)_1	1-1959/1959	===============	0/0	100.00	98.72	resfinder	NC_010937	tetB(P)	Doxycycline;Minocycline;Tetracycline	tetB(P)
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_775488	706	1254	+	aac(6')-Ii_1	1-549/549	===============	0/0	100.00	99.82	resfinder	L12710	aac(6')-Ii	Dibekacin;Gentamicin;Netilmicin;Sisomicin;Tobramycin	aac(6')-Ii
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_780412	17655	18498	+	blaTER-2_1	1-844/855	===============	0/0	98.71	99.29	resfinder	FJ263090	blaTER-2		blaTER-2
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_785668	2139	2622	+	aac(3)-Ia_1	51-534/534	.==============	0/0	90.64	97.73	resfinder	X15852	aac(3)-Ia	Astromicin;Fortimicin;Gentamicin	aac(3)-Ia
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_789356	588	1754	+	tet(X)_2	1-1167/1167	===============	0/0	100.00	99.91	resfinder	M37699	tet(X)	Doxycycline;Minocycline;Tetracycline;Tigecycline	tet(X)
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_789356	1967	2767	-	erm(F)_3	1-801/801	===============	0/0	100.00	100.00	resfinder	M17808	erm(F)	Clindamycin;Erythromycin;Lincomycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S	erm(F)
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_789657	270	1049	+	aph(3')-VIb_1	1-780/780	===============	0/0	100.00	100.00	resfinder	AJ627643	aph(3')-VIb	Amikacin;Butirosin;Gentamicin;Kanamycin;Neomycin;Paromomycin;Ribostamycin	aph(3')-VIb
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_797115	372	1232	-	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin	blaTEM-1B
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_802355	420	1202	-	blaLCR-1_1	1-783/783	===============	0/0	100.00	99.36	resfinder	X56809	blaLCR-1		blaLCR-1
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_808502	106	525	-	fosA_2	1-420/420	===============	0/0	100.00	92.38	resfinder	AGDM01000012	fosA	Fosfomycin	fosA
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_809150	1062	2237	+	OqxA_1	1-1176/1176	========/======	2/6	99.74	85.58	resfinder	EU370913	OqxA	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim	OqxA
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_809150	2262	5381	+	OqxB_1	1-3120/3153	===============	0/0	98.95	88.24	resfinder	EU370913	OqxB	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim	OqxB
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_822635	639	2558	+	tet(M)_8	1-1920/1920	===============	0/0	100.00	99.84	resfinder	X04388	tet(M)	Doxycycline;Minocycline;Tetracycline	tet(M)
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_828325	2	910	+	blaFOX-5_1	241-1149/1149	...============	0/0	79.11	86.91	resfinder	AY007369	blaFOX-5	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid	blaFOX-5
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_82879	1	1137	+	msr(D)_3	328-1464/1464	...============	0/0	77.66	91.56	resfinder	AF227520	msr(D)	Azithromycin;Erythromycin;Pristinamycin_IA;Quinupristin;Telithromycin;Virginiamycin_S	msr(D)
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_8376	2612	3106	-	lnu(D)_1	1-495/495	===============	0/0	100.00	83.64	resfinder	EF452177	lnu(D)	Lincomycin	lnu(D)
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_837733	61	839	-	aph(2'')-Ib_3	122-900/900	..=============	0/0	86.56	98.59	resfinder	KF652098	aph(2'')-Ib	Amikacin;Gentamicin;Kanamycin;Tobramycin	aph(2'')-Ib
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_84576	1	573	-	blaOXA-491_1	1-567/762	========/===...	1/6	74.41	80.45	resfinder	KU721148	blaOXA-491		blaOXA-491
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_846648	752	1660	-	mph(N)_1	1-909/909	===============	0/0	100.00	95.60	resfinder	KF648874	mph(N)	Erythromycin	mph(N)
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_848049	154	1005	-	blaBEL-1_1	1-852/852	===============	0/0	100.00	100.00	resfinder	DQ089809	blaBEL-1	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid	blaBEL-1
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_848049	1108	1891	-	aadA2_1	36-819/819	===============	0/0	95.73	100.00	resfinder	NC_010870	aadA2	Spectinomycin;Streptomycin	aadA2
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_860864	482	1270	+	aadA14_1	1-786/786	========/======	1/3	100.00	80.73	resfinder	AJ884726	aadA14	Spectinomycin;Streptomycin	aadA14
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_862397	262	1047	+	ampS_1	1-786/795	===============	0/0	98.87	94.66	resfinder	X80276	ampS		ampS
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_868306	289	2214	-	tet(Q)_1	1-1926/1926	===============	0/0	100.00	99.64	resfinder	L33696	tet(Q)	Doxycycline;Minocycline;Tetracycline	tet(Q)
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_875988	173	940	-	blaOXA-491_1	1-762/762	========/======	3/10	99.74	80.00	resfinder	KU721148	blaOXA-491		blaOXA-491
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_889060	372	1166	+	blaOXA-427_1	1-795/795	===============	0/0	100.00	86.54	resfinder	KX827604	blaOXA-427	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam;Temocillin	blaOXA-427
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_891432	38	561	+	blaOXA-392_1	1-524/831	==========.....	0/0	63.06	100.00	resfinder	AB901044	blaOXA-392		blaOXA-392
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_893989	359	853	+	lnu(D)_1	1-495/495	===============	0/0	100.00	83.84	resfinder	EF452177	lnu(D)	Lincomycin	lnu(D)
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_895830	107	943	-	aph(6)-Id_1	1-837/837	===============	0/0	100.00	100.00	resfinder	M28829	aph(6)-Id	Streptomycin	aph(6)-Id
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_895830	943	1745	-	aph(3'')-Ib_2	2-804/804	===============	0/0	99.88	100.00	resfinder	AF024602	aph(3'')-Ib	Streptomycin	aph(3'')-Ib
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_896576	561	1820	+	ere(B)_2	1-1260/1260	===============	0/0	100.00	87.30	resfinder	X03988	ere(B)	Azithromycin;Erythromycin	ere(B)
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_903602	752	1411	+	catQ_1	1-660/660	===============	0/0	100.00	99.70	resfinder	M55620	catQ	Chloramphenicol	catQ
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_918035	427	1004	+	mph(G)_1	1-578/885	==========.....	0/0	65.31	89.45	resfinder	AB571865	mph(G)	Erythromycin	mph(G)
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_920024	1101	1949	+	str_1	1-849/849	===============	0/0	100.00	100.00	resfinder	X92946	str	Streptomycin	str
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_921018	211	1830	+	mcr-9.1_1	1-1620/1620	===============	0/0	100.00	99.94	resfinder	MK070339	mcr-9.1	Colistin	mcr-9.1
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_92160	14616	15833	-	tet(E)_3	1-1218/1218	===============	0/0	100.00	99.26	resfinder	CP000645	tet(E)	Doxycycline;Tetracycline	tet(E)
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_921846	1351	1942	-	qnrS10_1	66-657/657	.==============	0/0	90.11	100.00	resfinder	JN836269	qnrS10	Ciprofloxacin	qnrS10
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_925887	1380	2543	+	tmexC3_1	1-1164/1164	===============	0/0	100.00	99.66	resfinder	LC633285	tmexC3	Doxycycline;Minocycline;Tetracycline;Tigecycline	tmexC3
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_925887	2559	5693	+	tmexD3_1	1-3135/3135	===============	0/0	100.00	99.65	resfinder	LC633285	tmexD3	Doxycycline;Minocycline;Tetracycline;Tigecycline	tmexD3
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_925887	5698	7131	+	TOprJ3_1	1-1434/1434	===============	0/0	100.00	100.00	resfinder	LC633285	TOprJ3	Doxycycline;Minocycline;Tetracycline;Tigecycline	TOprJ3
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_927261	158	731	-	dfrA7_5	1-570/570	========/======	3/4	100.00	97.04	resfinder	AJ419170	dfrA7	Trimethoprim	dfrA7
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_931550	139	923	+	blaOXA-205_1	1-785/801	===============	0/0	98.00	99.11	resfinder	JF800667	blaOXA-205	Amoxicillin;Ampicillin;Piperacillin	blaOXA-205
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_932918	87	560	-	dfrA1_8	1-474/474	===============	0/0	100.00	100.00	resfinder	X00926	dfrA1	Trimethoprim	dfrA1
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_938400	196	1416	+	tet(40)_1	1-1221/1221	===============	0/0	100.00	99.92	resfinder	FJ158002	tet(40)	Doxycycline;Tetracycline	tet(40)
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_955257	301	957	+	qnrS2_1	1-657/657	===============	0/0	100.00	100.00	resfinder	DQ485530	qnrS2	Ciprofloxacin	qnrS2
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_959017	6417	7592	+	OqxA_1	1-1176/1176	========/======	2/6	99.74	83.46	resfinder	EU370913	OqxA	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim	OqxA
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_960635	113	349	+	dfrB4_1	1-237/237	===============	0/0	100.00	100.00	resfinder	AJ429132	dfrB4	Trimethoprim	dfrB4
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_963847	238	1062	+	blaOXA-373_1	1-825/825	===============	0/0	100.00	95.88	resfinder	HG931732	blaOXA-373		blaOXA-373
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_965831	1087	1731	+	qnrD1_1	1-645/645	===============	0/0	100.00	100.00	resfinder	FJ228229	qnrD1	Ciprofloxacin	qnrD1
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_97659	6342	6830	-	dfrA3_1	1-489/489	========/======	2/2	99.80	87.96	resfinder	J03306	dfrA3	Trimethoprim	dfrA3
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_978589	439	1071	+	catB3_2	1-633/633	===============	0/0	100.00	100.00	resfinder	U13880	catB3	Chloramphenicol	catB3
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_989419	738	1116	+	catP_1	1-379/624	==========.....	0/0	60.74	100.00	resfinder	U15027	catP	Chloramphenicol	catP
SRR35815523	/home/user/ww_amr_batch/contigs/SRR35815523.contigs.fa	k141_151212	1	625	-	mph(G)_1	244-868/885	....===========	0/0	70.62	92.32	resfinder	AB571865	mph(G)	Erythromycin	mph(G)
